"";"azimut.class";"prior";"count";"freq.rel";"aoi.id";"azimut.name"
"1";1;"yes";1;0,015625;2;"OSO"
"2";2;"no";11;0,171875;2;"SSO"
"3";2;"yes";11;0,171875;2;"SSO"
"4";3;"no";2;0,03125;2;"SSE"
"5";3;"yes";4;0,0625;2;"SSE"
"6";4;"no";3;0,046875;2;"ESE"
"7";4;"yes";4;0,0625;2;"ESE"
"8";5;"no";3;0,046875;2;"ENE"
"9";5;"yes";3;0,046875;2;"ENE"
"10";6;"no";6;0,09375;2;"NNE"
"11";6;"yes";6;0,09375;2;"NNE"
"12";7;"no";2;0,03125;2;"NNO"
"13";8;"no";5;0,078125;2;"ONO"
"14";8;"yes";3;0,046875;2;"ONO"
