"";"segment.id";"aoi.id";"aoi.name";"track.id";"track.name";"segment.time";"segment.dist";"stops.nb";"id.start";"id.end";"time.start";"time.end"
"38";1;"5";"Quarter_Mu";"48";"Malia_track_points_48";15,9333333333333;269,537165946674;3;826;1303;"2018-09-29 08:22:19";"2018-09-29 08:38:13"
"39";1;"5";"Quarter_Mu";"49";"Malia_track_points_49";9,5;276,175389996249;5;285;569;"2018-09-29 09:18:17";"2018-09-29 09:27:45"
"40";1;"5";"Quarter_Mu";"50";"Malia_track_points_50";8,53333333333333;245,181114746529;0;309;564;"2018-09-29 07:27:34";"2018-09-29 07:36:04"
"41";1;"5";"Quarter_Mu";"51";"Malia_track_points_51";6,4;253,251498229791;1;818;1009;"2018-09-30 07:58:49";"2018-09-30 08:05:11"
"42";1;"5";"Quarter_Mu";"52";"Malia_track_points_52";10,1666666666667;258,669872780036;2;1913;2217;"2018-09-30 08:45:51";"2018-09-30 08:55:59"
"43";1;"5";"Quarter_Mu";"53";"Malia_track_points_53";10,1333333333333;255,100510119449;1;1545;1848;"2018-09-30 08:48:26";"2018-09-30 08:58:32"
"44";1;"5";"Quarter_Mu";"55";"Malia_track_points_55";5,53333333333333;206,660960682801;1;136;301;"2018-09-30 09:14:10";"2018-09-30 09:19:40"
"45";1;"5";"Quarter_Mu";"57";"Malia_track_points_57";9,6;255,430505140337;3;438;725;"2018-09-30 09:33:45";"2018-09-30 09:43:19"
"46";1;"5";"Quarter_Mu";"58";"Malia_track_points_58";1,03333333333333;28,0511762105833;1;487;517;"2018-09-30 10:29:09";"2018-09-30 10:30:09"
"47";1;"5";"Quarter_Mu";"59";"Malia_track_points_59";11,8333333333333;264,003286431504;3;410;764;"2018-09-30 10:18:13";"2018-09-30 10:30:01"
"48";1;"5";"Quarter_Mu";"5t";"Malia_track_points_5t";10,0333333333333;288,005524762512;2;939;1239;"2018-08-30 14:45:42";"2018-08-30 14:55:42"
"49";1;"5";"Quarter_Mu";"6";"Malia_track_points_6";7,13333333333333;237,165677615088;3;332;545;"2018-09-25 10:59:50";"2018-09-25 11:06:56"
"50";1;"5";"Quarter_Mu";"60ok";"Malia_track_points_60ok";6,85;244,268809205097;2;197;401;"2018-09-30 11:22:24";"2018-09-30 11:29:13"
"51";1;"5";"Quarter_Mu";"61";"Malia_track_points_61";10,7333333333333;282,416231575234;0;2105;2426;"2018-09-30 11:12:10";"2018-09-30 11:22:52"
"52";1;"5";"Quarter_Mu";"62";"Malia_track_points_62";10,7333333333333;261,592651536502;1;301;622;"2018-09-30 10:40:05";"2018-09-30 10:50:47"
"53";2;"5";"Quarter_Mu";"62";"Malia_track_points_62";5,5;247,926764625912;0;1979;2143;"2018-09-30 11:36:02";"2018-09-30 11:41:30"
"54";1;"5";"Quarter_Mu";"63";"Malia_track_points_63";6,33333333333333;234,322921956984;0;729;918;"2018-09-30 11:46:57";"2018-09-30 11:53:15"
"55";1;"5";"Quarter_Mu";"64";"Malia_track_points_64";5,96666666666667;230,802641708209;2;747;925;"2018-09-30 12:41:07";"2018-09-30 12:47:03"
"56";1;"5";"Quarter_Mu";"65";"Malia_track_points_65";7;258,388292208574;0;1018;1227;"2018-09-30 13:11:23";"2018-09-30 13:18:21"
"57";1;"5";"Quarter_Mu";"66";"Malia_track_points_66";9;263,494076440639;2;1252;1521;"2018-09-30 13:31:34";"2018-09-30 13:40:32"
"58";1;"5";"Quarter_Mu";"67";"Malia_track_points_67";9,56666666666667;250,229602161519;1;1351;1637;"2018-09-30 13:22:02";"2018-09-30 13:31:34"
"59";1;"5";"Quarter_Mu";"68";"Malia_track_points_68";4,7;223,803741205175;0;810;950;"2018-09-30 13:46:45";"2018-09-30 13:51:25"
"60";1;"5";"Quarter_Mu";"6t";"Malia_track_points_6t";6,3;241,877998114075;0;1335;1523;"2018-08-30 16:16:28";"2018-08-30 16:22:44"
"61";1;"5";"Quarter_Mu";"8";"Malia_track_points_8";11,25;286,641658773286;2;115;249;"2018-09-25 11:30:27";"2018-09-25 11:41:37"
"62";1;"5";"Quarter_Mu";"9";"Malia_track_points_9";7,36666666666667;263,304121725345;0;1331;1551;"2018-09-25 12:29:15";"2018-09-25 12:36:35"
