"";"segment.id";"aoi.id";"aoi.name";"track.id";"track.name";"segment.time";"segment.dist";"stops.nb";"id.start";"id.end";"time.start";"time.end"
"1";1;"4";"Palace";"10";"Malia_track_points_10";11,6333333333333;237,405473020804;2;272;620;"2018-09-26 08:36:36";"2018-09-26 08:48:12"
"2";2;"4";"Palace";"10";"Malia_track_points_10";13,1333333333333;359,972880593362;3;704;1097;"2018-09-26 08:51:00";"2018-09-26 09:04:06"
"3";3;"4";"Palace";"10";"Malia_track_points_10";0,0333333333333333;1,96203869043857;0;1154;1154;"2018-09-26 09:06:00";"2018-09-26 09:06:00"
"4";1;"4";"Palace";"11";"Malia_track_points_11";24,9333333333333;773,507445848616;6;253;1000;"2018-09-26 08:55:06";"2018-09-26 09:20:00"
"5";1;"4";"Palace";"12";"Malia_track_points_12";39,1666666666667;663,50070807203;8;276;1450;"2018-09-26 08:32:16";"2018-09-26 09:11:24"
"6";2;"4";"Palace";"12";"Malia_track_points_12";8,66666666666667;204,715757415281;2;2294;2553;"2018-09-26 09:39:33";"2018-09-26 09:48:11"
"7";1;"4";"Palace";"13";"Malia_track_points_13";51,4666666666667;734,535356824727;7;278;1821;"2018-09-26 09:02:59";"2018-09-26 09:54:25"
"8";1;"4";"Palace";"14";"Malia_track_points_14";15,1;481,906591766385;6;198;650;"2018-09-26 09:52:29";"2018-09-26 10:07:33"
"9";1;"4";"Palace";"16";"Malia_track_points_16";23,7166666666667;777,328853478097;1;766;1476;"2018-09-26 10:45:44";"2018-09-26 11:09:25"
"10";1;"4";"Palace";"17";"Malia_track_points_17";0,0666666666666667;1,82935644219605;0;555;556;"2018-09-26 11:06:58";"2018-09-26 11:07:00"
"11";2;"4";"Palace";"17";"Malia_track_points_17";6,23333333333333;222,637266832277;1;601;787;"2018-09-26 11:08:30";"2018-09-26 11:14:42"
"12";3;"4";"Palace";"17";"Malia_track_points_17";4,03333333333333;163,157999395973;0;892;1012;"2018-09-26 11:18:12";"2018-09-26 11:22:12"
"13";1;"4";"Palace";"18";"Malia_track_points_18";20,2;605,793841734341;3;674;1279;"2018-09-26 11:29:00";"2018-09-26 11:49:10"
"14";1;"4";"Palace";"19";"Malia_track_points_19";7,26666666666667;293,228488901853;1;436;653;"2018-09-26 12:00:54";"2018-09-26 12:08:08"
"15";2;"4";"Palace";"19";"Malia_track_points_19";5,13333333333333;304,448103139406;0;729;882;"2018-09-26 12:10:40";"2018-09-26 12:15:46"
"16";1;"4";"Palace";"1t";"Malia_track_points_1t";6,16666666666667;204,022445651359;1;329;513;"2018-08-28 15:27:46";"2018-08-28 15:33:54"
"17";2;"4";"Palace";"1t";"Malia_track_points_1t";9,73333333333333;368,12982778756;2;519;810;"2018-08-28 15:34:06";"2018-08-28 15:43:48"
"18";1;"4";"Palace";"2";"Malia_track_points_2";7,15;267,568966141377;2;603;816;"2018-09-25 09:40:58";"2018-09-25 09:48:05"
"19";2;"4";"Palace";"2";"Malia_track_points_2";2,86666666666667;132,404607370765;0;877;962;"2018-09-25 09:50:07";"2018-09-25 09:52:57"
"20";1;"4";"Palace";"21";"Malia_track_points_21";7,16666666666667;182,388452606685;2;170;384;"2018-09-26 11:49:38";"2018-09-26 11:56:46"
"21";2;"4";"Palace";"21";"Malia_track_points_21";6,56666666666667;187,727151871471;2;524;720;"2018-09-26 12:01:27";"2018-09-26 12:07:59"
"22";1;"4";"Palace";"22";"Malia_track_points_22";1,16666666666667;47,9730796260281;0;167;201;"2018-09-26 12:18:24";"2018-09-26 12:19:32"
"23";2;"4";"Palace";"22";"Malia_track_points_22";38,7333333333333;841,716435128587;10;270;1431;"2018-09-26 12:21:50";"2018-09-26 13:00:32"
"24";1;"4";"Palace";"23";"Malia_track_points_23";22,5666666666667;755,236318148552;2;393;1069;"2018-09-26 12:59:02";"2018-09-26 13:21:34"
"25";1;"4";"Palace";"24";"Malia_track_points_24";7,6;316,05661563682;1;422;649;"2018-09-26 14:15:02";"2018-09-26 14:22:36"
"26";1;"4";"Palace";"25";"Malia_track_points_25";4,83333333333333;136,713233645348;1;167;311;"2018-09-26 14:01:23";"2018-09-26 14:06:11"
"27";2;"4";"Palace";"25";"Malia_track_points_25";5,96666666666667;221,301353869558;1;380;558;"2018-09-26 14:08:30";"2018-09-26 14:14:26"
"28";1;"4";"Palace";"26";"Malia_track_points_26";50,3;1469,13138783684;2;125;1633;"2018-09-26 13:37:48";"2018-09-26 14:28:04"
"29";2;"4";"Palace";"26";"Malia_track_points_26";13,6333333333333;526,411885389516;0;1753;2161;"2018-09-26 14:32:04";"2018-09-26 14:45:40"
"30";1;"4";"Palace";"27";"Malia_track_points_27";5,66666666666667;159,657781878292;1;128;297;"2018-09-27 07:40:53";"2018-09-27 07:46:31"
"31";2;"4";"Palace";"27";"Malia_track_points_27";6,13333333333333;128,697120635936;2;305;444;"2018-09-27 07:46:47";"2018-09-27 07:52:53"
"32";1;"4";"Palace";"28";"Malia_track_points_28";5,43333333333333;144,140743767882;1;319;481;"2018-09-27 07:50:32";"2018-09-27 07:55:56"
"33";2;"4";"Palace";"28";"Malia_track_points_28";12,9;382,261409076266;4;545;931;"2018-09-27 07:58:04";"2018-09-27 08:10:56"
"34";1;"4";"Palace";"29";"Malia_track_points_29";38,5;539,970649417472;8;104;1258;"2018-09-27 07:30:34";"2018-09-27 08:09:02"
"35";2;"4";"Palace";"29";"Malia_track_points_29";2,43333333333333;88,5752950371437;0;1450;1522;"2018-09-27 08:15:26";"2018-09-27 08:17:50"
"36";1;"4";"Palace";"2t";"Malia_track_points_2t";9,6;311,038959987666;4;174;461;"2018-08-28 15:22:31";"2018-08-28 15:32:05"
"37";2;"4";"Palace";"2t";"Malia_track_points_2t";3,93333333333333;150,292682090324;1;521;638;"2018-08-28 15:34:05";"2018-08-28 15:37:59"
"38";1;"4";"Palace";"3";"Malia_track_points_3";0,566666666666667;19,8854671747394;0;1;17;"2018-09-25 09:59:17";"2018-09-25 09:59:49"
"39";2;"4";"Palace";"3";"Malia_track_points_3";14,65;403,149724910066;8;104;542;"2018-09-25 10:02:43";"2018-09-25 10:17:20"
"40";1;"4";"Palace";"30";"Malia_track_points_30";24,0333333333333;530,541237749601;5;931;1651;"2018-09-27 08:20:00";"2018-09-27 08:44:00"
"41";2;"4";"Palace";"30";"Malia_track_points_30";10,5666666666667;234,131752077736;2;1718;2034;"2018-09-27 08:46:14";"2018-09-27 08:56:46"
"42";3;"4";"Palace";"30";"Malia_track_points_30";0,133333333333333;2,75684557148054;0;2036;2039;"2018-09-27 08:56:50";"2018-09-27 08:56:56"
"43";1;"4";"Palace";"31";"Malia_track_points_31";18,5666666666667;447,245222263167;6;199;755;"2018-09-27 08:40:00";"2018-09-27 08:58:32"
"44";2;"4";"Palace";"31";"Malia_track_points_31";10,2333333333333;228,292335080178;3;857;1163;"2018-09-27 09:01:57";"2018-09-27 09:12:09"
"45";1;"4";"Palace";"32";"Malia_track_points_32";4,8;131,56393086778;0;163;306;"2018-09-27 08:49:45";"2018-09-27 08:54:31"
"46";2;"4";"Palace";"32";"Malia_track_points_32";16,1333333333333;343,90339395639;5;335;818;"2018-09-27 08:55:29";"2018-09-27 09:11:35"
"47";3;"4";"Palace";"32";"Malia_track_points_32";3,33333333333333;147,77999362217;0;912;1011;"2018-09-27 09:14:43";"2018-09-27 09:18:01"
"48";4;"4";"Palace";"32";"Malia_track_points_32";5,6;179,284467804648;1;1203;1370;"2018-09-27 09:24:25";"2018-09-27 09:29:59"
"49";1;"4";"Palace";"33";"Malia_track_points_33";39,2666666666667;937,90211612598;7;203;1380;"2018-09-27 08:54:37";"2018-09-27 09:33:51"
"50";2;"4";"Palace";"33";"Malia_track_points_33";7,8;272,079751099647;0;1503;1736;"2018-09-27 09:37:57";"2018-09-27 09:45:43"
"51";1;"4";"Palace";"34";"Malia_track_points_34";13,6166666666667;308,378181883232;5;342;749;"2018-09-27 09:58:35";"2018-09-27 10:12:10"
"52";2;"4";"Palace";"34";"Malia_track_points_34";1,9;69,2045391452369;0;920;976;"2018-09-27 10:17:52";"2018-09-27 10:19:44"
"53";3;"4";"Palace";"34";"Malia_track_points_34";17,9666666666667;562,298772431849;3;981;1519;"2018-09-27 10:19:54";"2018-09-27 10:37:50"
"54";4;"4";"Palace";"34";"Malia_track_points_34";0,0333333333333333;1,8119172442451;0;1583;1583;"2018-09-27 10:39:58";"2018-09-27 10:39:58"
"55";1;"4";"Palace";"35";"Malia_track_points_35";1,13333333333333;29,0809627834138;0;330;363;"2018-09-27 09:25:28";"2018-09-27 09:26:34"
"56";2;"4";"Palace";"35";"Malia_track_points_35";10,6666666666667;183,310372012241;1;1407;1726;"2018-09-27 10:01:22";"2018-09-27 10:12:00"
"57";3;"4";"Palace";"35";"Malia_track_points_35";0,133333333333333;1,58634205535422;1;1728;1731;"2018-09-27 10:12:04";"2018-09-27 10:12:10"
"58";4;"4";"Palace";"35";"Malia_track_points_35";0,1;1,21926704850406;1;1759;1761;"2018-09-27 10:13:06";"2018-09-27 10:13:10"
"59";5;"4";"Palace";"35";"Malia_track_points_35";0,166666666666667;0,974644576430649;1;1796;1800;"2018-09-27 10:14:20";"2018-09-27 10:14:28"
"60";6;"4";"Palace";"35";"Malia_track_points_35";1;11,4485205263862;1;1802;1831;"2018-09-27 10:14:32";"2018-09-27 10:15:30"
"61";7;"4";"Palace";"35";"Malia_track_points_35";0,566666666666667;5,82098980510675;1;1865;1881;"2018-09-27 10:16:38";"2018-09-27 10:17:10"
"62";8;"4";"Palace";"35";"Malia_track_points_35";1,13333333333333;17,4233021497934;1;1912;1945;"2018-09-27 10:18:12";"2018-09-27 10:19:18"
"63";9;"4";"Palace";"35";"Malia_track_points_35";0,1;1,03451710658044;1;2077;2079;"2018-09-27 10:23:42";"2018-09-27 10:23:46"
"64";10;"4";"Palace";"35";"Malia_track_points_35";39;584,393506575838;2;2155;3324;"2018-09-27 10:26:18";"2018-09-27 11:05:16"
"65";1;"4";"Palace";"36";"Malia_track_points_36";7,96666666666667;237,082946860036;1;678;916;"2018-09-27 10:45:42";"2018-09-27 10:53:38"
"66";2;"4";"Palace";"36";"Malia_track_points_36";13;330,543907971876;3;1106;1495;"2018-09-27 10:59:59";"2018-09-27 11:12:57"
"67";3;"4";"Palace";"36";"Malia_track_points_36";7,66666666666667;225,033611177651;0;1511;1740;"2018-09-27 11:13:29";"2018-09-27 11:21:07"
"68";1;"4";"Palace";"37";"Malia_track_points_37";12,6666666666667;527,619869324974;0;519;898;"2018-09-27 11:37:53";"2018-09-27 11:50:31"
"69";2;"4";"Palace";"37";"Malia_track_points_37";1,23333333333333;53,784769285359;0;902;938;"2018-09-27 11:50:39";"2018-09-27 11:51:51"
"70";1;"4";"Palace";"38";"Malia_track_points_38";6,53333333333333;189,068335306674;0;498;693;"2018-09-27 11:59:08";"2018-09-27 12:05:38"
"71";2;"4";"Palace";"38";"Malia_track_points_38";22,1666666666667;537,593172199037;5;752;1416;"2018-09-27 12:07:36";"2018-09-27 12:29:44"
"72";1;"4";"Palace";"39";"Malia_track_points_39";8,1;229,53191638148;2;434;676;"2018-09-27 12:35:36";"2018-09-27 12:43:40"
"73";2;"4";"Palace";"39";"Malia_track_points_39";10,6;331,036997763452;4;721;1038;"2018-09-27 12:45:10";"2018-09-27 12:55:44"
"74";3;"4";"Palace";"39";"Malia_track_points_39";0,1;5,60664688072996;0;1040;1042;"2018-09-27 12:55:48";"2018-09-27 12:55:52"
"75";1;"4";"Palace";"3t";"Malia_track_points_3t";10,7666666666667;489,030920228573;1;111;433;"2018-08-29 14:40:52";"2018-08-29 14:51:36"
"76";2;"4";"Palace";"3t";"Malia_track_points_3t";3,8;196,846910446244;0;521;634;"2018-08-29 14:54:32";"2018-08-29 14:58:18"
"77";1;"4";"Palace";"4";"Malia_track_points_4";9,46666666666667;250,503259629051;2;106;389;"2018-09-25 10:04:29";"2018-09-25 10:13:55"
"78";2;"4";"Palace";"4";"Malia_track_points_4";1,83333333333333;72,9265315131939;0;847;901;"2018-09-25 10:29:11";"2018-09-25 10:30:59"
"79";1;"4";"Palace";"40";"Malia_track_points_40";8,86666666666667;291,864590701127;2;105;370;"2018-09-27 12:33:59";"2018-09-27 12:42:49"
"80";2;"4";"Palace";"40";"Malia_track_points_40";10,8333333333333;358,898037832502;2;440;764;"2018-09-27 12:45:09";"2018-09-27 12:55:57"
"81";1;"4";"Palace";"41";"Malia_track_points_41";20,1666666666667;677,443346261648;2;565;1169;"2018-09-27 12:33:36";"2018-09-27 12:53:44"
"82";2;"4";"Palace";"41";"Malia_track_points_41";2,4;149,519100281372;0;1889;1960;"2018-09-27 13:17:44";"2018-09-27 13:20:06"
"83";3;"4";"Palace";"41";"Malia_track_points_41";1,83333333333333;106,313381208311;0;2057;2111;"2018-09-27 13:23:20";"2018-09-27 13:25:08"
"84";1;"4";"Palace";"42";"Malia_track_points_42";0,266666666666667;9,04756578853924;0;609;616;"2018-09-28 13:31:14";"2018-09-28 13:31:28"
"85";2;"4";"Palace";"42";"Malia_track_points_42";7,23333333333333;246,844824951169;0;628;844;"2018-09-28 13:31:52";"2018-09-28 13:39:04"
"86";3;"4";"Palace";"42";"Malia_track_points_42";7,56666666666667;261,936494811842;1;913;1139;"2018-09-28 13:41:22";"2018-09-28 13:48:54"
"87";1;"4";"Palace";"43";"Malia_track_points_43";10,6;244,66998304521;4;780;1097;"2018-09-28 13:26:13";"2018-09-28 13:36:47"
"88";2;"4";"Palace";"43";"Malia_track_points_43";7,53333333333333;223,700583497776;1;1167;1392;"2018-09-28 13:39:08";"2018-09-28 13:46:38"
"89";1;"4";"Palace";"44";"Malia_track_points_44";13,35;340,762172734137;3;718;1117;"2018-09-28 13:46:26";"2018-09-28 13:59:45"
"90";2;"4";"Palace";"44";"Malia_track_points_44";15,4666666666667;439,455273480717;2;1223;1686;"2018-09-28 14:03:17";"2018-09-28 14:18:43"
"91";1;"4";"Palace";"45";"Malia_track_points_45";12,95;351,304409831254;4;348;736;"2018-09-29 07:19:32";"2018-09-29 07:32:27"
"92";2;"4";"Palace";"45";"Malia_track_points_45";4,76666666666667;190,746287060605;1;809;951;"2018-09-29 07:34:54";"2018-09-29 07:39:38"
"93";1;"4";"Palace";"47";"Malia_track_points_47";15,4;451,629858122407;3;183;644;"2018-09-29 07:41:06";"2018-09-29 07:56:28"
"94";1;"4";"Palace";"48";"Malia_track_points_48";11,05;222,808229401481;3;1455;1785;"2018-09-29 08:43:17";"2018-09-29 08:54:18"
"95";2;"4";"Palace";"48";"Malia_track_points_48";8,8;190,120555350473;1;1949;2212;"2018-09-29 08:59:46";"2018-09-29 09:08:32"
"96";1;"4";"Palace";"49";"Malia_track_points_49";4,06666666666667;221,068982637157;0;647;768;"2018-09-29 09:30:21";"2018-09-29 09:34:23"
"97";2;"4";"Palace";"49";"Malia_track_points_49";3,36666666666667;186,253431174456;0;815;915;"2018-09-29 09:35:57";"2018-09-29 09:39:17"
"98";1;"4";"Palace";"50";"Malia_track_points_50";10,8166666666667;167,927176556659;1;1517;1840;"2018-09-29 08:07:50";"2018-09-29 08:18:37"
"99";2;"4";"Palace";"50";"Malia_track_points_50";0,266666666666667;0,937860542172356;1;1843;1850;"2018-09-29 08:18:43";"2018-09-29 08:18:57"
"100";3;"4";"Palace";"50";"Malia_track_points_50";0,633333333333333;7,12809912537477;1;1907;1925;"2018-09-29 08:20:51";"2018-09-29 08:21:27"
"101";4;"4";"Palace";"50";"Malia_track_points_50";0,466666666666667;3,01739869157109;1;1939;1952;"2018-09-29 08:21:55";"2018-09-29 08:22:21"
"102";5;"4";"Palace";"50";"Malia_track_points_50";0,0333333333333333;0,206721962974544;1;1970;1970;"2018-09-29 08:22:57";"2018-09-29 08:22:57"
"103";6;"4";"Palace";"50";"Malia_track_points_50";35,6333333333333;498,805656064303;5;2305;3373;"2018-09-29 08:34:07";"2018-09-29 09:09:43"
"104";7;"4";"Palace";"50";"Malia_track_points_50";0,633333333333333;7,59148047232322;0;3816;3834;"2018-09-29 09:24:29";"2018-09-29 09:25:04"
"105";1;"4";"Palace";"51";"Malia_track_points_51";11,9666666666667;376,2763690217;5;309;667;"2018-09-30 07:41:51";"2018-09-30 07:53:47"
"106";1;"4";"Palace";"52";"Malia_track_points_52";12,8333333333333;268,377937527361;3;519;903;"2018-09-30 07:59:23";"2018-09-30 08:12:11"
"107";2;"4";"Palace";"52";"Malia_track_points_52";18,5666666666667;337,864405393471;5;953;1509;"2018-09-30 08:13:51";"2018-09-30 08:32:23"
"108";1;"4";"Palace";"53";"Malia_track_points_53";32,9333333333333;837,916734154989;3;304;1291;"2018-09-30 08:07:04";"2018-09-30 08:39:58"
"109";1;"4";"Palace";"55";"Malia_track_points_55";7,56666666666667;290,340093221979;2;385;611;"2018-09-30 09:22:28";"2018-09-30 09:30:00"
"110";1;"4";"Palace";"57";"Malia_track_points_57";10,7333333333333;349,754799754177;2;863;1184;"2018-09-30 09:47:55";"2018-09-30 09:58:37"
"111";1;"4";"Palace";"58";"Malia_track_points_58";9,3;395,421321433475;1;48;326;"2018-09-30 10:14:31";"2018-09-30 10:23:47"
"112";2;"4";"Palace";"58";"Malia_track_points_58";2,2;159,727947426996;0;349;414;"2018-09-30 10:24:33";"2018-09-30 10:26:43"
"113";1;"4";"Palace";"59";"Malia_track_points_59";27,1333333333333;802,961794437163;8;824;1637;"2018-09-30 10:32:01";"2018-09-30 10:59:07"
"114";1;"4";"Palace";"5t";"Malia_track_points_5t";7,46666666666667;238,843961955509;0;80;303;"2018-08-30 14:17:04";"2018-08-30 14:24:30"
"115";2;"4";"Palace";"5t";"Malia_track_points_5t";0,333333333333333;3,18894962849821;0;312;321;"2018-08-30 14:24:48";"2018-08-30 14:25:06"
"116";3;"4";"Palace";"5t";"Malia_track_points_5t";7,66666666666667;217,019130946391;1;460;689;"2018-08-30 14:29:44";"2018-08-30 14:37:22"
"117";4;"4";"Palace";"5t";"Malia_track_points_5t";0,0333333333333333;1,69652397405017;0;745;745;"2018-08-30 14:39:14";"2018-08-30 14:39:14"
"118";5;"4";"Palace";"5t";"Malia_track_points_5t";2,03333333333333;75,2364265151948;0;1468;1528;"2018-08-30 15:03:20";"2018-08-30 15:05:20"
"119";1;"4";"Palace";"6";"Malia_track_points_6";8,5;349,987306045433;1;685;939;"2018-09-25 11:11:36";"2018-09-25 11:20:04"
"120";1;"4";"Palace";"60ok";"Malia_track_points_60ok";13,2666666666667;368,691238668175;7;481;878;"2018-09-30 11:31:53";"2018-09-30 11:45:07"
"121";1;"4";"Palace";"61";"Malia_track_points_61";46,1333333333333;803,340212720305;6;391;1774;"2018-09-30 10:15:02";"2018-09-30 11:01:08"
"122";2;"4";"Palace";"61";"Malia_track_points_61";3,23333333333333;70,5681285622848;1;1789;1885;"2018-09-30 11:01:38";"2018-09-30 11:04:50"
"123";1;"4";"Palace";"62";"Malia_track_points_62";9,86666666666667;270,052221843156;0;761;1056;"2018-09-30 10:55:26";"2018-09-30 11:05:16"
"124";2;"4";"Palace";"62";"Malia_track_points_62";13,2333333333333;372,8507086384;2;1149;1545;"2018-09-30 11:08:22";"2018-09-30 11:21:34"
"125";1;"4";"Palace";"63";"Malia_track_points_63";6,83333333333333;218,346453906682;4;54;258;"2018-09-30 11:24:26";"2018-09-30 11:31:14"
"126";2;"4";"Palace";"63";"Malia_track_points_63";7,9;256,927764574441;1;357;593;"2018-09-30 11:34:32";"2018-09-30 11:42:24"
"127";1;"4";"Palace";"64";"Malia_track_points_64";6,33333333333333;179,473486289656;1;165;354;"2018-09-30 12:21:42";"2018-09-30 12:28:00"
"128";2;"4";"Palace";"64";"Malia_track_points_64";4,38333333333333;174,50507180544;2;415;545;"2018-09-30 12:30:02";"2018-09-30 12:34:23"
"129";1;"4";"Palace";"65";"Malia_track_points_65";5,1;196,684859150019;0;261;413;"2018-09-30 12:46:09";"2018-09-30 12:51:13"
"130";2;"4";"Palace";"65";"Malia_track_points_65";8,36666666666667;265,831687382869;0;512;762;"2018-09-30 12:54:31";"2018-09-30 13:02:51"
"131";1;"4";"Palace";"66";"Malia_track_points_66";10,9333333333333;254,455059000737;6;206;533;"2018-09-30 12:56:42";"2018-09-30 13:07:36"
