"";"aoi.name";"track.name";"duration";"distance";"speed.kmh.mean";"speed.lowess.mean";"duration.movement";"dist.movement";"speed.mean.movement";"speed.mean.movement.lowess";"duration.stops";"dist.stops";"speed.mean.stops";"speed.mean.stops.lowess";"stops.nb";"segments.nb"
"44";"Agora";"Malia_track_points_50";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"45";"Agora";"Malia_track_points_51";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"46";"Agora";"Malia_track_points_52";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"47";"Agora";"Malia_track_points_53";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"48";"Agora";"Malia_track_points_55";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"49";"Agora";"Malia_track_points_57";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"50";"Agora";"Malia_track_points_58";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"51";"Agora";"Malia_track_points_59";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"52";"Agora";"Malia_track_points_5t";1,16666666666667;48,3410265715306;2,48610993796443;2,73487548696012;0,0194444444444444;48,3410265715306;149,166596277866;2,73487548696012;0;0;NA;NA;0;1
"53";"Agora";"Malia_track_points_6";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"54";"Agora";"Malia_track_points_60ok";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"55";"Agora";"Malia_track_points_61";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"56";"Agora";"Malia_track_points_62";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"57";"Agora";"Malia_track_points_63";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"58";"Agora";"Malia_track_points_64";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"59";"Agora";"Malia_track_points_65";1,83333333333333;77,232092942253;2,53161441491883;2,47864068693416;0,0305555555555556;77,232092942253;151,655746141151;2,47864068693416;0;0;NA;NA;0;1
"60";"Agora";"Malia_track_points_66";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"61";"Agora";"Malia_track_points_67";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"62";"Agora";"Malia_track_points_68";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"63";"Agora";"Malia_track_points_6t";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"64";"Agora";"Malia_track_points_8";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"65";"Agora";"Malia_track_points_9";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
