"";"aoi.name";"track.name";"duration";"distance";"speed.kmh.mean";"speed.lowess.mean";"duration.movement";"dist.movement";"speed.mean.movement";"speed.mean.movement.lowess";"duration.stops";"dist.stops";"speed.mean.stops";"speed.mean.stops.lowess";"stops.nb";"segments.nb"
"1";"Agora";"Malia_track_points_10";1,3;67,4553409498652;3,11332342845532;3,30147301842388;0,0216666666666667;67,4553409498652;186,799405707319;3,30147301842388;0;0;NA;NA;0;1
"2";"Agora";"Malia_track_points_11";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"3";"Agora";"Malia_track_points_12";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"4";"Agora";"Malia_track_points_13";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"5";"Agora";"Malia_track_points_14";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"6";"Agora";"Malia_track_points_16";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"7";"Agora";"Malia_track_points_17";0,933333333333333;56,239699617784;3,61540926114326;3,70471214479078;0,0155555555555556;56,239699617784;216,924555668595;3,70471214479078;0;0;NA;NA;0;1
"8";"Agora";"Malia_track_points_18";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"9";"Agora";"Malia_track_points_19";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"10";"Agora";"Malia_track_points_1t";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"11";"Agora";"Malia_track_points_2";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"12";"Agora";"Malia_track_points_21";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"13";"Agora";"Malia_track_points_22";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"14";"Agora";"Malia_track_points_23";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"15";"Agora";"Malia_track_points_24";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"16";"Agora";"Malia_track_points_25";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"17";"Agora";"Malia_track_points_26";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"18";"Agora";"Malia_track_points_27";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"19";"Agora";"Malia_track_points_28";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"20";"Agora";"Malia_track_points_29";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"21";"Agora";"Malia_track_points_2t";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"22";"Agora";"Malia_track_points_3";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"23";"Agora";"Malia_track_points_30";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"24";"Agora";"Malia_track_points_31";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"25";"Agora";"Malia_track_points_32";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"26";"Agora";"Malia_track_points_33";1,26666666666667;66,1123393874599;3,13163712887968;3,20527897775164;0,0211111111111111;66,1123393874599;187,898227732781;3,20527897775164;0;0;NA;NA;0;1
"27";"Agora";"Malia_track_points_34";1,33333333333333;52,5841974344759;2,36628888455142;2,50217434941921;0,0222222222222222;52,5841974344759;141,977333073085;2,50217434941921;0;0;NA;NA;0;1
"28";"Agora";"Malia_track_points_35";1,6;85,9294767671936;3,22235537876976;3,18221695254847;0,0266666666666667;85,9294767671936;193,341322726186;3,18221695254847;0;0;NA;NA;0;1
"29";"Agora";"Malia_track_points_36";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"30";"Agora";"Malia_track_points_37";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"31";"Agora";"Malia_track_points_38";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"32";"Agora";"Malia_track_points_39";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"33";"Agora";"Malia_track_points_3t";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"34";"Agora";"Malia_track_points_4";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"35";"Agora";"Malia_track_points_40";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"36";"Agora";"Malia_track_points_41";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"37";"Agora";"Malia_track_points_42";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"38";"Agora";"Malia_track_points_43";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"39";"Agora";"Malia_track_points_44";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"40";"Agora";"Malia_track_points_45";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"41";"Agora";"Malia_track_points_47";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"42";"Agora";"Malia_track_points_48";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
"43";"Agora";"Malia_track_points_49";0;0;NA;NA;0;0;0;0;0;0;NA;NA;0;0
